ufn,spp,date,site.id,survey.id,seine.id,cal.cop,lep.cop,unid.cop,chal.a,chal.b,chal.unid,cal.m,cal.paf,cal.af,cal.mot.unid.notgf,cal.mot.notgf,cal.gf,lep.pam,lep.paf,lep.am,lep.af,lep.gf,lep.mot.unid.notgf,comments,licing.protocol,weight,length.lab,length.field,all.cal,all.leps,site.region,week,year
U2707,SO,05/27/16,J06,JE245,JN345,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,7.1,92,NA,0,0,J,21,2016
U2708,SO,05/27/16,J06,JE245,JN345,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,6.4,87,NA,0,0,J,21,2016
U2709,SO,05/27/16,J06,JE245,JN345,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,8.1,88,NA,0,0,J,21,2016
U2710,SO,05/27/16,J06,JE245,JN345,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,7,88,NA,0,0,J,21,2016
U2711,SO,05/27/16,J06,JE245,JN345,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,7.7,90,NA,0,0,J,21,2016
U2474,SO,05/27/16,J07,JE246,JN346,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,4.9,82,NA,0,0,J,21,2016
U2475,SO,05/27/16,J07,JE246,JN346,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0,0,0,0,NA,lab_motiles,7.6,95,NA,1,0,J,21,2016
U2476,SO,05/27/16,J07,JE246,JN346,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,7.6,99,NA,0,0,J,21,2016
U2477,SO,05/27/16,J07,JE246,JN346,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,0,0,0,0,0,NA,lab_motiles,7.4,NA,NA,1,0,J,21,2016
U2478,SO,05/27/16,J07,JE246,JN346,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,7.5,NA,NA,0,0,J,21,2016
U2479,SO,05/27/16,J07,JE246,JN346,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,NA,lab_motiles,6.4,NA,NA,1,0,J,21,2016
U2480,SO,05/27/16,J07,JE246,JN346,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,8,NA,NA,0,0,J,21,2016
U2481,SO,05/27/16,J07,JE246,JN346,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,6.3,NA,NA,0,0,J,21,2016
U2482,SO,05/27/16,J07,JE246,JN346,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,7.4,98,NA,0,0,J,21,2016
U2483,SO,05/27/16,J07,JE246,JN346,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,7.1,NA,NA,0,0,J,21,2016
U2970,CU,05/27/16,D09,DE290,DN391,NA,NA,NA,NA,NA,NA,1,0,0,1,2,0,0,0,0,0,0,0,NA,lab_motiles,18.2,122,NA,2,0,D,21,2016
U2971,CU,05/27/16,D09,DE290,DN391,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,8.3,96,NA,0,0,D,21,2016
U2972,CU,05/27/16,D09,DE290,DN391,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,17.4,122,NA,0,0,D,21,2016
U2973,CU,05/27/16,D09,DE290,DN391,NA,NA,NA,NA,NA,NA,0,0,1,0,1,0,0,0,0,0,0,0,NA,lab_motiles,15.9,119,NA,1,0,D,21,2016
U2974,CU,05/27/16,D09,DE290,DN391,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,0,0,0,0,0,NA,lab_motiles,11.3,107,NA,1,0,D,21,2016
U3313,CU,05/27/16,D09,DE290,DN391,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,NA,lab_motiles,13.5,113,NA,1,0,D,21,2016
U3314,CU,05/27/16,D09,DE290,DN391,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,12.9,110,NA,0,0,D,21,2016
U3315,CU,05/27/16,D09,DE290,DN391,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,5.5,NA,NA,0,0,D,21,2016
U3316,CU,05/27/16,D09,DE290,DN391,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,3.7,74,NA,0,0,D,21,2016
U3317,CU,05/27/16,D09,DE290,DN391,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0,0,0,0,NA,lab_motiles,8.3,95,NA,1,0,D,21,2016
U3682,CU,05/27/16,J09,JE248,JN348,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,NA,lab_motiles,12.1,108,NA,1,0,J,21,2016
U3792,PI,05/27/16,D09,DE290,DN391,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,11.3,109,NA,0,0,D,21,2016
U3793,PI,05/27/16,D09,DE290,DN391,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,NA,lab_motiles,10.2,102,NA,1,0,D,21,2016
U3794,PI,05/27/16,D09,DE290,DN391,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,10.6,105,NA,0,0,D,21,2016
U3795,PI,05/27/16,D09,DE290,DN391,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,8.8,99,NA,0,0,D,21,2016
U3796,PI,05/27/16,D09,DE290,DN391,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,NA,lab_motiles,8.2,NA,NA,1,0,D,21,2016
U3797,PI,05/27/16,D09,DE290,DN391,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,NA,lab_motiles,6.1,NA,NA,1,0,D,21,2016
U3798,PI,05/27/16,D09,DE290,DN391,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,6.9,NA,NA,0,0,D,21,2016
U3799,PI,05/27/16,D09,DE290,DN391,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,13,113,NA,0,0,D,21,2016
U3800,PI,05/27/16,D09,DE290,DN391,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,8.2,98,NA,0,0,D,21,2016
U3841,PI,05/27/16,J09,JE248,JN348,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,11.4,NA,NA,0,0,J,21,2016
U3842,PI,05/27/16,J09,JE248,JN348,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,10.5,102,NA,0,0,J,21,2016
U1775,SO,05/27/16,J09,JE248,JN348,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,8.7,94,NA,0,0,J,21,2016
U1776,SO,05/27/16,J09,JE248,JN348,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0,0,0,0,NA,lab_motiles,8.6,94,NA,1,0,J,21,2016
U1777,SO,05/27/16,J09,JE248,JN348,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,NA,lab_motiles,9.5,97,NA,1,0,J,21,2016
U1778,SO,05/27/16,J09,JE248,JN348,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,5.9,100,NA,0,0,J,21,2016
U1779,SO,05/27/16,J09,JE248,JN348,NA,NA,NA,NA,NA,NA,0,1,1,2,4,0,0,0,0,0,0,0,NA,lab_motiles,8.4,93,NA,4,0,J,21,2016
U1780,SO,05/27/16,J09,JE248,JN348,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,NA,lab_motiles,9.6,101,NA,1,0,J,21,2016
U1787,SO,05/27/16,J09,JE248,JN348,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,NA,lab_motiles,NA,106,NA,1,0,J,21,2016
U1788,SO,05/27/16,J09,JE248,JN348,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,8.6,91,NA,0,0,J,21,2016
U1789,SO,05/27/16,J09,JE248,JN348,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,NA,lab_motiles,10.7,109,NA,0,1,J,21,2016
U1790,SO,05/27/16,J09,JE248,JN348,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,7.5,82,NA,0,0,J,21,2016
U1959,SO,05/27/16,D09,DE290,DN391,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,6.6,84,NA,0,0,D,21,2016
U1960,SO,05/27/16,D09,DE290,DN391,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,6.2,90,NA,0,0,D,21,2016
U2011,SO,05/27/16,D09,DE290,DN391,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,7.7,92,NA,0,0,D,21,2016
U2012,SO,05/27/16,D09,DE290,DN391,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,5.5,84,NA,0,0,D,21,2016
U2013,SO,05/27/16,D09,DE290,DN391,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,8.1,96,NA,0,0,D,21,2016
U2014,SO,05/27/16,D09,DE290,DN391,NA,NA,NA,NA,NA,NA,0,0,0,0,0,2,0,0,0,0,0,0,NA,lab_motiles,8.6,109,NA,2,0,D,21,2016
U2015,SO,05/27/16,D09,DE290,DN391,NA,NA,NA,NA,NA,NA,0,0,2,0,2,0,0,0,0,0,0,0,NA,lab_motiles,9.1,110,NA,2,0,D,21,2016
U2016,SO,05/27/16,D09,DE290,DN391,NA,NA,NA,NA,NA,NA,2,0,0,0,2,0,0,0,0,0,0,0,NA,lab_motiles,8.5,98,NA,2,0,D,21,2016
U2021,SO,05/27/16,D09,DE290,DN391,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,7.2,90,NA,0,0,D,21,2016
U2022,SO,05/27/16,D09,DE290,DN391,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,5.3,81,NA,0,0,D,21,2016
U4185,SO,05/27/16,D09,DE290,DN391,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,8,96,NA,0,0,D,21,2016
U4186,SO,05/27/16,D09,DE290,DN391,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,NA,lab_motiles,6.5,87,NA,1,0,D,21,2016
U4187,SO,05/27/16,D09,DE290,DN391,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,5.7,85,NA,0,0,D,21,2016
U4188,SO,05/27/16,D09,DE290,DN391,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,8.1,95,NA,0,0,D,21,2016
U4189,SO,05/27/16,D09,DE290,DN391,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,0,0,0,0,0,NA,lab_motiles,10,106,NA,1,0,D,21,2016
U4190,SO,05/27/16,D09,DE290,DN391,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,7.2,NA,NA,0,0,D,21,2016
U4191,SO,05/27/16,D09,DE290,DN391,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,8,94,NA,0,0,D,21,2016
U4192,SO,05/27/16,D09,DE290,DN391,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,7.6,NA,NA,0,0,D,21,2016
U4193,SO,05/27/16,D09,DE290,DN391,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,9.8,102,NA,0,0,D,21,2016
U4194,SO,05/27/16,D09,DE290,DN391,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,7.2,93,NA,0,0,D,21,2016
U4195,SO,05/27/16,D09,DE290,DN391,NA,NA,NA,NA,NA,NA,0,1,0,1,2,0,0,0,0,0,0,0,NA,lab_motiles,6.3,87,NA,2,0,D,21,2016
U4209,SO,05/27/16,D09,DE290,DN391,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,7.1,93,NA,0,0,D,21,2016
U4210,SO,05/27/16,D09,DE290,DN391,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,7.1,93,NA,0,0,D,21,2016
U4211,SO,05/27/16,D09,DE290,DN391,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,7.8,97,NA,0,0,D,21,2016
U4212,SO,05/27/16,D09,DE290,DN391,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,6.9,93,NA,0,0,D,21,2016
U4309,SO,05/27/16,D09,DE290,DN391,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,9.1,100,NA,0,0,D,21,2016
U4310,SO,05/27/16,D09,DE290,DN391,NA,NA,NA,NA,NA,NA,1,1,0,0,2,0,0,0,0,0,0,0,NA,lab_motiles,8.5,99,NA,2,0,D,21,2016
U4311,SO,05/27/16,D09,DE290,DN391,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,0,0,0,0,0,NA,lab_motiles,8.2,100,NA,1,0,D,21,2016
U4312,SO,05/27/16,D09,DE290,DN391,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,7.1,NA,NA,0,0,D,21,2016
U4313,SO,05/27/16,D09,DE290,DN391,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,8,NA,NA,0,0,D,21,2016
U4520,SO,05/27/16,J09,JE248,JN348,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,9.3,102,NA,0,0,J,21,2016
U4521,SO,05/27/16,J09,JE248,JN348,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,9.1,98,NA,0,0,J,21,2016
U4522,SO,05/27/16,J09,JE248,JN348,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,10,100,NA,0,0,J,21,2016
U4523,SO,05/27/16,J09,JE248,JN348,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,7.1,NA,NA,0,0,J,21,2016
U4543,SO,05/27/16,J09,JE248,JN348,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,8.5,97,NA,0,0,J,21,2016
U4544,SO,05/27/16,J09,JE248,JN348,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,8,NA,NA,0,0,J,21,2016
U4545,SO,05/27/16,J09,JE248,JN348,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,9.7,101,NA,0,0,J,21,2016
U4546,SO,05/27/16,J09,JE248,JN348,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,7.2,NA,NA,0,0,J,21,2016
U4547,SO,05/27/16,J09,JE248,JN348,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,NA,lab_motiles,5.7,82,NA,1,0,J,21,2016
U4548,SO,05/27/16,J09,JE248,JN348,NA,NA,NA,NA,NA,NA,3,0,0,0,3,0,0,0,0,0,0,0,NA,lab_motiles,8.8,99,NA,3,0,J,21,2016
U3605,CU,05/27/16,D22,DE288,DN388,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,NA,lab_motiles,9.3,99,NA,1,0,D,21,2016
U3606,CU,05/27/16,D22,DE288,DN388,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,6.6,88,NA,0,0,D,21,2016
U3607,CU,05/27/16,D22,DE288,DN388,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,8.2,96,NA,0,0,D,21,2016
U3608,CU,05/27/16,D22,DE288,DN388,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,8.4,97,NA,0,0,D,21,2016
U3609,CU,05/27/16,D22,DE288,DN388,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,4.4,79,NA,0,0,D,21,2016
U3610,CU,05/27/16,D22,DE288,DN388,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,11.6,103,NA,0,0,D,21,2016
U3611,CU,05/27/16,D22,DE288,DN388,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,9.2,100,NA,0,0,D,21,2016
U3612,CU,05/27/16,D22,DE288,DN388,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,9,100,NA,0,0,D,21,2016
U3752,PI,05/27/16,D22,DE288,DN388,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,7.9,99,NA,0,0,D,21,2016
U3753,PI,05/27/16,D22,DE288,DN388,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,9.9,104,NA,0,0,D,21,2016
U3754,PI,05/27/16,D22,DE288,DN388,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,lab_motiles,8,96,NA,0,1,D,21,2016
U3755,PI,05/27/16,D22,DE288,DN388,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,6.2,NA,NA,0,0,D,21,2016
U3756,PI,05/27/16,D22,DE288,DN388,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,4.5,NA,NA,0,0,D,21,2016
U3757,PI,05/27/16,D22,DE288,DN388,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,7.7,99,NA,0,0,D,21,2016
U3758,PI,05/27/16,D22,DE288,DN388,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,6.7,92,NA,0,0,D,21,2016
U3759,PI,05/27/16,D22,DE288,DN388,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2,0,NA,lab_motiles,9.1,102,NA,0,2,D,21,2016
U3760,PI,05/27/16,D22,DE288,DN388,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,8.3,99,NA,0,0,D,21,2016
U3761,PI,05/27/16,D22,DE288,DN388,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,7.9,NA,NA,0,0,D,21,2016
U1918,SO,05/27/16,D22,DE288,DN388,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,6.7,NA,NA,0,0,D,21,2016
U1919,SO,05/27/16,D22,DE288,DN388,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,7.9,94,NA,0,0,D,21,2016
U1920,SO,05/27/16,D22,DE288,DN388,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,7.1,84,NA,0,0,D,21,2016
U1929,SO,05/27/16,D22,DE288,DN388,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0,0,0,0,NA,lab_motiles,7,94,NA,1,0,D,21,2016
U1930,SO,05/27/16,D22,DE288,DN388,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,6.4,86,NA,0,0,D,21,2016
U1951,SO,05/27/16,D22,DE288,DN388,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0,0,0,0,NA,lab_motiles,6.8,85,NA,1,0,D,21,2016
U1991,SO,05/27/16,D22,DE288,DN388,NA,NA,NA,NA,NA,NA,0,0,1,0,1,0,0,0,0,0,0,1,NA,lab_motiles,7.2,89,NA,1,1,D,21,2016
U1992,SO,05/27/16,D22,DE288,DN388,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,8.5,110,NA,0,0,D,21,2016
U1993,SO,05/27/16,D22,DE288,DN388,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,7.2,97,NA,0,0,D,21,2016
U1994,SO,05/27/16,D22,DE288,DN388,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,7.7,94,NA,0,0,D,21,2016
U4384,SO,05/27/16,D22,DE288,DN388,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,7.4,NA,NA,0,0,D,21,2016
U4385,SO,05/27/16,D22,DE288,DN388,NA,NA,NA,NA,NA,NA,0,0,1,0,1,0,0,0,0,0,0,0,NA,lab_motiles,7.8,NA,NA,1,0,D,21,2016
U4386,SO,05/27/16,D22,DE288,DN388,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,6,NA,NA,0,0,D,21,2016
U4387,SO,05/27/16,D22,DE288,DN388,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,6.9,92,NA,0,0,D,21,2016
U4388,SO,05/27/16,D22,DE288,DN388,NA,NA,NA,NA,NA,NA,0,0,0,3,3,0,0,0,0,0,0,0,NA,lab_motiles,9.4,NA,NA,3,0,D,21,2016
U4389,SO,05/27/16,D22,DE288,DN388,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,8.1,NA,NA,0,0,D,21,2016
U4482,SO,05/27/16,D22,DE288,DN388,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,7.5,98,NA,0,0,D,21,2016
U4483,SO,05/27/16,D22,DE288,DN388,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,7.2,NA,NA,0,0,D,21,2016
U4484,SO,05/27/16,D22,DE288,DN388,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,9.8,NA,NA,0,0,D,21,2016
U4485,SO,05/27/16,D22,DE288,DN388,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,8.4,96,NA,0,0,D,21,2016
U4486,SO,05/27/16,D22,DE288,DN388,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0,0,0,0,NA,lab_motiles,7.1,88,NA,1,0,D,21,2016
U4487,SO,05/27/16,D22,DE288,DN388,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,8.3,95,NA,0,0,D,21,2016
U4488,SO,05/27/16,D22,DE288,DN388,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,NA,lab_motiles,7.2,89,NA,1,0,D,21,2016
U4553,SO,05/27/16,D22,DE288,DN388,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,8.7,98,NA,0,0,D,21,2016
U4586,SO,05/27/16,D22,DE288,DN388,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,7.1,NA,NA,0,0,D,21,2016
U4587,SO,05/27/16,D22,DE288,DN388,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,8.5,NA,NA,0,0,D,21,2016
U4609,SO,05/27/16,D22,DE288,DN388,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,7.2,89,NA,0,0,D,21,2016
U4610,SO,05/27/16,D22,DE288,DN388,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,0,0,0,0,0,NA,lab_motiles,9.9,103,NA,1,0,D,21,2016
U4611,SO,05/27/16,D22,DE288,DN388,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,NA,lab_motiles,8,93,NA,1,0,D,21,2016
U4612,SO,05/27/16,D22,DE288,DN388,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,6.4,85,NA,0,0,D,21,2016
U3672,CU,05/28/16,J02,JE250,JN350,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,24.5,NA,NA,0,0,J,21,2016
U3673,CU,05/28/16,J02,JE250,JN350,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,NA,lab_motiles,16.8,122,NA,1,0,J,21,2016
U3674,CU,05/28/16,J02,JE250,JN350,NA,NA,NA,NA,NA,NA,0,0,0,1,1,1,0,1,0,0,0,0,NA,lab_motiles,17.2,122,NA,2,1,J,21,2016
U3675,CU,05/28/16,J02,JE250,JN350,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,16.2,116,NA,0,0,J,21,2016
U3676,CU,05/28/16,J02,JE250,JN350,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,NA,lab_motiles,15.4,112,NA,1,0,J,21,2016
U3677,CU,05/28/16,J02,JE250,JN350,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,17.4,122,NA,0,0,J,21,2016
U3678,CU,05/28/16,J02,JE250,JN350,NA,NA,NA,NA,NA,NA,0,0,1,0,1,1,0,0,0,0,0,0,NA,lab_motiles,16.6,116,NA,2,0,J,21,2016
U3679,CU,05/28/16,J02,JE250,JN350,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,12,NA,NA,0,0,J,21,2016
